id,premises,paragraph,conclusion,question,label,arg,statements,depth
1694,"['Once we know damage is compensation, we also know that humans will have symptoms.', 'Given that if damage is compensation, then humans will have symptoms, it can be inferred that life is but one of the many properties of the carbon atom.', ""Provided that life is but one of the many properties of the carbon atom, we know that the notion that 'plagiarism constitutes unethical scientific behavior and is never acceptable' is untrue.""]","Once we know damage is compensation, we also know that humans will have symptoms. Given that if damage is compensation, then humans will have symptoms, it can be inferred that life is but one of the many properties of the carbon atom. Provided that life is but one of the many properties of the carbon atom, we know that the notion that 'plagiarism constitutes unethical scientific behavior and is never acceptable' is untrue.",The notion that 'plagiarism constitutes unethical scientific behavior and is never acceptable' is untrue.,The statement 'plagiarism constitutes unethical scientific behavior and is never acceptable' is true.,FALSE,"Modus Ponens: 
If (If [1], then [2].), then (Not [0].). [SC1-1]
If [1], then [2]. 
Therefore, Not [0]..

[SC1-1]
Hypothetical Syllogism: 
If (If [1], then [2].), then [3]. 
If [3], then (Not [0].). 
Therefore, If (If [1], then [2].), then (Not [0].)..","{0: 'Plagiarism constitutes unethical scientific behavior and is never acceptable.', 1: 'Damage is compensation.', 2: 'Humans will have symptoms.', 3: 'Life is but one of the many properties of the carbon atom.'}",2
1138,"[""Whenever it is true that football is the most popular sport in Yemen, 'we know that the claim that if rights are legal entitlements such as life, liberty, and the pursuit of happiness , then some experts believe vitamin C can help heal arthritis is false' is true."", 'Once we know the claim that if football is the most popular sport in Yemen, then if rights are legal entitlements such as life, liberty, and the pursuit of happiness , then some experts believe vitamin C can help heal arthritis is false, we also know that either cute animals have size or all psychoactive drugs are illegal.', 'One may reasonably assume that if the claim that if football is the most popular sport in Yemen, then if rights are legal entitlements such as life, liberty, and the pursuit of happiness , then some experts believe vitamin C can help heal arthritis is false, then the claim that either cute animals have size or all psychoactive drugs are illegal does not reflect reality.']","Whenever it is true that football is the most popular sport in Yemen, 'we know that the claim that if rights are legal entitlements such as life, liberty, and the pursuit of happiness , then some experts believe vitamin C can help heal arthritis is false' is true. Once we know the claim that if football is the most popular sport in Yemen, then if rights are legal entitlements such as life, liberty, and the pursuit of happiness , then some experts believe vitamin C can help heal arthritis is false, we also know that either cute animals have size or all psychoactive drugs are illegal. One may reasonably assume that if the claim that if football is the most popular sport in Yemen, then if rights are legal entitlements such as life, liberty, and the pursuit of happiness , then some experts believe vitamin C can help heal arthritis is false, then the claim that either cute animals have size or all psychoactive drugs are illegal does not reflect reality.",The claim that football is the most popular sport in Yemen has no merit.,It is fair to say that football is the most popular sport in Yemen.,FALSE,"Reductio Ad Absurdum: 
If [0], then (If [1], then [2].). [SC1-1]
If [0], then (Not (If [1], then [2].).). 
Therefore, Not [0]..

[SC1-1]
Reductio Ad Absurdum: 
If (Not (If [0], then (If [1], then [2].).).), then (Either [3] or [4].). 
If (Not (If [0], then (If [1], then [2].).).), then (Not (Either [3] or [4].).). 
Therefore, If [0], then (If [1], then [2].)..","{0: 'Football is the most popular sport in Yemen.', 1: 'Rights are legal entitlements such as life, liberty, and the pursuit of happiness .', 2: 'Some experts believe vitamin C can help heal arthritis.', 3: 'Cute animals have size.', 4: 'All psychoactive drugs are illegal.'}",2
1212,"['We know that either tadpoles undergo four remarkable changes that are easy to observe or downpours have (part) frost snow.', ""On the condition that tadpoles undergo four remarkable changes that are easy to observe, it is definitely the case that those that suggest physical geographers study the world's climates, vegetation, soils, and landforms are wrong."", ""Should it be the case that horse chestnuts are extremely bitter and inedible, it follows that if downpours have (part) frost snow, then those that suggest physical geographers study the world's climates, vegetation, soils, and landforms are wrong."", ""The statement 'horse chestnuts are extremely bitter and inedible' can be considered true.""]","We know that either tadpoles undergo four remarkable changes that are easy to observe or downpours have (part) frost snow. On the condition that tadpoles undergo four remarkable changes that are easy to observe, it is definitely the case that those that suggest physical geographers study the world's climates, vegetation, soils, and landforms are wrong. Should it be the case that horse chestnuts are extremely bitter and inedible, it follows that if downpours have (part) frost snow, then those that suggest physical geographers study the world's climates, vegetation, soils, and landforms are wrong. The statement 'horse chestnuts are extremely bitter and inedible' can be considered true.","Those that suggest physical geographers study the world's climates, vegetation, soils, and landforms are wrong.","The notion that 'physical geographers study atmospheric and climate variation, ecosystems, and landform processes' is untrue.",Uncertain,"Disjunction Elimination: 
Either [1] or [2]. 
If [1], then (Not [0].). 
If [2], then (Not [0].). [SC3-1]
Therefore, Not [0]..

[SC3-1]
Modus Ponens: 
If [3], then (If [2], then (Not [0].).). 
[3] 
Therefore, If [2], then (Not [0].)..","{0: ""Physical geographers study the world's climates, vegetation, soils, and landforms."", 1: 'Tadpoles undergo four remarkable changes that are easy to observe.', 2: 'Downpours have (part) frost snow.', 3: 'Horse chestnuts are extremely bitter and inedible.'}",2
1616,"[""Given that subdivision is the act of dividing real property for resale to multiple owners, it can be inferred that the statement that 'internal hemorrhoids are painless and sometimes cause a lot of bleeding' is incorrect."", 'Given that some white clouds compose of ice crystal, it can be inferred that if subdivision is the act of dividing real property for resale to multiple owners, then internal hemorrhoids are painless and sometimes cause a lot of bleeding.', 'It is true that some white clouds compose of ice crystal.']","Given that subdivision is the act of dividing real property for resale to multiple owners, it can be inferred that the statement that 'internal hemorrhoids are painless and sometimes cause a lot of bleeding' is incorrect. Given that some white clouds compose of ice crystal, it can be inferred that if subdivision is the act of dividing real property for resale to multiple owners, then internal hemorrhoids are painless and sometimes cause a lot of bleeding. It is true that some white clouds compose of ice crystal.",Some people mistakenly believe that subdivision is the act of dividing real property for resale to multiple owners.,Some people mistakenly believe that subdivision is the act of dividing real property for resale to multiple owners.,TRUE,"Reductio Ad Absurdum: 
If [0], then [1]. [SC1-1]
If [0], then (Not [1].). 
Therefore, Not [0]..

[SC1-1]
Modus Ponens: 
If [2], then (If [0], then [1].). 
[2] 
Therefore, If [0], then [1]..","{0: 'Subdivision is the act of dividing real property for resale to multiple owners.', 1: 'Internal hemorrhoids are painless and sometimes cause a lot of bleeding.', 2: 'Some white clouds compose of ice crystal.'}",2
1842,"['On the condition that american people are the best soldier races of the world, it is definitely the case that some shapes are geometric, such as squares, circles, triangles, rectangles, and ovals.', 'There is good reason to believe that either sexual assault is a very traumatic experience or knocks are bumps.', 'Given that sexual assault is a very traumatic experience, it can be inferred that american people are the best soldier races of the world.', 'Once we know knocks are bumps, we also know that american people are the best soldier races of the world.']","On the condition that american people are the best soldier races of the world, it is definitely the case that some shapes are geometric, such as squares, circles, triangles, rectangles, and ovals. There is good reason to believe that either sexual assault is a very traumatic experience or knocks are bumps. Given that sexual assault is a very traumatic experience, it can be inferred that american people are the best soldier races of the world. Once we know knocks are bumps, we also know that american people are the best soldier races of the world.","The claim that some shapes are geometric, such as squares, circles, triangles, rectangles, and ovals holds true.","The claim that some shapes are geometric, such as squares, circles, triangles, rectangles, and ovals holds true.",TRUE,"Modus Ponens: 
If [1], then [0]. 
[1] [SC2-1]
Therefore, [0].

[SC2-1]
Disjunction Elimination: 
Either [2] or [3]. 
If [2], then [1]. 
If [3], then [1]. 
Therefore, [1].","{0: 'Some shapes are geometric, such as squares, circles, triangles, rectangles, and ovals.', 1: 'American people are the best soldier races of the world.', 2: 'Sexual assault is a very traumatic experience.', 3: 'Knocks are bumps.'}",2
1838,"['Some people mistakenly believe that if some people love in kindness and others love in violence, then halls are located in insides.', 'There is good reason to believe that either either family planning is an important arena of international cooperation or oscillations begin to grow, as the sensitivity is increased or if weight training increases the number of myofibrils inside each cell, then if some people love in kindness and others love in violence, then halls are located in insides.', 'The claim that either family planning is an important arena of international cooperation or oscillations begin to grow, as the sensitivity is increased does not reflect reality.']","Some people mistakenly believe that if some people love in kindness and others love in violence, then halls are located in insides. There is good reason to believe that either either family planning is an important arena of international cooperation or oscillations begin to grow, as the sensitivity is increased or if weight training increases the number of myofibrils inside each cell, then if some people love in kindness and others love in violence, then halls are located in insides. The claim that either family planning is an important arena of international cooperation or oscillations begin to grow, as the sensitivity is increased does not reflect reality.","The statement, weight training increases the number of myofibrils inside each cell, does not hold.",The idea that weight training increases the number of myofibrils inside each cell is true.,FALSE,"Modus Tonens: 
If [0], then (If [1], then [2].). [SC1-1]
Not (If [1], then [2].). 
Therefore, Not [0]..

[SC1-1]
Disjunctive Syllogism: 
Either (Either [3] or [4].) or (If [0], then (If [1], then [2].).). 
Not (Either [3] or [4].). 
Therefore, If [0], then (If [1], then [2].)..","{0: 'Weight training increases the number of myofibrils inside each cell.', 1: 'Some people love in kindness and others love in violence.', 2: 'Halls are located in insides.', 3: 'Family planning is an important arena of international cooperation.', 4: 'Oscillations begin to grow, as the sensitivity is increased.'}",2
1866,"['We know that either some sunlight reaches cave entrances or the claim that most cemeteries require leak proof vaults, durable caskets, and expensive grave markers is false.', 'One may reasonably assume that if some sunlight reaches cave entrances, then sandstones consist of particles of very fine to very coarse grained sand.', 'If some sunlight reaches cave entrances, then the claim that sandstones consist of particles of very fine to very coarse grained sand does not correspond with reality.']","We know that either some sunlight reaches cave entrances or the claim that most cemeteries require leak proof vaults, durable caskets, and expensive grave markers is false. One may reasonably assume that if some sunlight reaches cave entrances, then sandstones consist of particles of very fine to very coarse grained sand. If some sunlight reaches cave entrances, then the claim that sandstones consist of particles of very fine to very coarse grained sand does not correspond with reality.","The claim that most cemeteries require leak proof vaults, durable caskets, and expensive grave markers is false.","It is a common misconception that cemeteries are great places to walk, especially older cemeteries.",Uncertain,"Disjunctive Syllogism: 
Either [1] or (Not [0].). 
Not [1]. [SC2-1]
Therefore, Not [0]..

[SC2-1]
Reductio Ad Absurdum: 
If [1], then [2]. 
If [1], then (Not [2].). 
Therefore, Not [1]..","{0: 'Most cemeteries require leak proof vaults, durable caskets, and expensive grave markers.', 1: 'Some sunlight reaches cave entrances.', 2: 'Sandstones consist of particles of very fine to very coarse grained sand.'}",2
1727,"['On the condition that opsonins activate macrophages to increase phagocytosis and to release cytokines, it is definitely the case that an impulsion is a drive.', 'Once we know object oriented programming allows for extension of an objects function or of class function, we also know that the statement, an impulsion is a drive, does not hold.', 'It is reasonable to believe that object oriented programming allows for extension of an objects function or of class function.']","On the condition that opsonins activate macrophages to increase phagocytosis and to release cytokines, it is definitely the case that an impulsion is a drive. Once we know object oriented programming allows for extension of an objects function or of class function, we also know that the statement, an impulsion is a drive, does not hold. It is reasonable to believe that object oriented programming allows for extension of an objects function or of class function.",The statement 'opsonins activate macrophages to increase phagocytosis and to release cytokines' can be considered false.,It is true that opsonins activate macrophages to increase phagocytosis and to release cytokines.,FALSE,"Modus Tonens: 
If [0], then [1]. 
Not [1]. [SC2-1]
Therefore, Not [0]..

[SC2-1]
Modus Ponens: 
If [2], then (Not [1].). 
[2] 
Therefore, Not [1]..","{0: 'Opsonins activate macrophages to increase phagocytosis and to release cytokines.', 1: 'An impulsion is a drive.', 2: 'Object oriented programming allows for extension of an objects function or of class function.'}",2
1965,"['One may reasonably assume that if the statement that states china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron is false, then sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature.', ""Given that it is not true that if the statement that states china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron is false, then the statement 'sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature' can be considered false, it can be inferred that chiropractors treat more than just the spine."", ""Given that it is not true that if the statement that states china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron is false, then the statement 'sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature' can be considered false, it can be inferred that the statement 'chiropractors treat more than just the spine' can be considered false.""]","One may reasonably assume that if the statement that states china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron is false, then sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature. Given that it is not true that if the statement that states china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron is false, then the statement 'sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature' can be considered false, it can be inferred that chiropractors treat more than just the spine. Given that it is not true that if the statement that states china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron is false, then the statement 'sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature' can be considered false, it can be inferred that the statement 'chiropractors treat more than just the spine' can be considered false.","Many people rightly believe that china is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron.","China is the homeland of the chrysanthemums, popular for ages.",Uncertain,"Reductio Ad Absurdum: 
If (Not [0].), then [1]. 
If (Not [0].), then (Not [1].). [SC2-1]
Therefore, [0].

[SC2-1]
Reductio Ad Absurdum: 
If (Not (If (Not [0].), then (Not [1].).).), then [2]. 
If (Not (If (Not [0].), then (Not [1].).).), then (Not [2].). 
Therefore, If (Not [0].), then (Not [1].)..","{0: 'China is wealthy in natural resources and has huge reserves of coal, oil, gas, and iron.', 1: 'Sodomy also includes bestiality, another sin that extends beyond the perimeter of even nature.', 2: 'Chiropractors treat more than just the spine.'}",2
1701,"['Provided that seeds have almost no metabolism and possess great resistance to environmental extremes, we know that the statement, either some evidence suggests that established plants are less shade tolerant than seedlings or leave sides become surfaces, does not hold.', ""So long as electric eels are extremely common throughout their range, 'seeds have almost no metabolism and possess great resistance to environmental extremes' is true."", 'The statement that states electric eels are extremely common throughout their range is right.']","Provided that seeds have almost no metabolism and possess great resistance to environmental extremes, we know that the statement, either some evidence suggests that established plants are less shade tolerant than seedlings or leave sides become surfaces, does not hold. So long as electric eels are extremely common throughout their range, 'seeds have almost no metabolism and possess great resistance to environmental extremes' is true. The statement that states electric eels are extremely common throughout their range is right.","The statement, either some evidence suggests that established plants are less shade tolerant than seedlings or leave sides become surfaces, does not hold.",The statement 'some evidence suggests that clomiphene-resistant women are resistant to insulin' can be considered false.,Uncertain,"Modus Ponens: 
If [2], then (Not (Either [0] or [1].).). 
[2] [SC2-1]
Therefore, Not (Either [0] or [1].)..

[SC2-1]
Modus Ponens: 
If [3], then [2]. 
[3] 
Therefore, [2].","{0: 'Some evidence suggests that established plants are less shade tolerant than seedlings.', 1: 'Leave sides become surfaces.', 2: 'Seeds have almost no metabolism and possess great resistance to environmental extremes.', 3: 'Electric eels are extremely common throughout their range.'}",2
1726,"['We know that at least one of two things is true: rice can increase the blood sugar levels so, diabetics can have whole wheat idlis, or the claim that if humans have the capacity for change, then loss of appetite can be a problem for individuals receiving chemotherapy or radiation therapy does not correspond with reality.', 'We know that at least one of two things is true: chickens are meat, or ferns are a unique plant known as vascular plants.', ""Given that chickens are meat, it can be inferred that the statement that 'rice can increase the blood sugar levels so, diabetics can have whole wheat idlis' is incorrect."", ""Once we know ferns are a unique plant known as vascular plants, we also know that the statement that 'rice can increase the blood sugar levels so, diabetics can have whole wheat idlis' is incorrect.""]","We know that at least one of two things is true: rice can increase the blood sugar levels so, diabetics can have whole wheat idlis, or the claim that if humans have the capacity for change, then loss of appetite can be a problem for individuals receiving chemotherapy or radiation therapy does not correspond with reality. We know that at least one of two things is true: chickens are meat, or ferns are a unique plant known as vascular plants. Given that chickens are meat, it can be inferred that the statement that 'rice can increase the blood sugar levels so, diabetics can have whole wheat idlis' is incorrect. Once we know ferns are a unique plant known as vascular plants, we also know that the statement that 'rice can increase the blood sugar levels so, diabetics can have whole wheat idlis' is incorrect.","The claim that if humans have the capacity for change, then loss of appetite can be a problem for individuals receiving chemotherapy or radiation therapy does not correspond with reality.","The claim that humans change, evolve, and grow by interacting with nature and society has no merit.",Uncertain,"Disjunctive Syllogism: 
Either [2] or (Not (If [0], then [1].).). 
Not [2]. [SC2-1]
Therefore, Not (If [0], then [1].)..

[SC2-1]
Disjunction Elimination: 
Either [3] or [4]. 
If [3], then (Not [2].). 
If [4], then (Not [2].). 
Therefore, Not [2]..","{0: 'Humans have the capacity for change.', 1: 'Loss of appetite can be a problem for individuals receiving chemotherapy or radiation therapy.', 2: 'Rice can increase the blood sugar levels so, diabetics can have whole wheat idlis.', 3: 'Chickens are meat.', 4: 'Ferns are a unique plant known as vascular plants.'}",2
1917,"[""Once we know turnips are an important root crop throughout the world's temperate zones, we also know that the statement, european eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean, does not hold."", 'When azaleas also transplant well in early fall and often are on sale at that time of the year is true, it follows that the statement, european eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean, does not hold.', ""Assuming it is not the case that either turnips are an important root crop throughout the world's temperate zones or azaleas also transplant well in early fall and often are on sale at that time of the year, we know that modern jewellery tends to be silver rather than brass, with turquoise the main gemstone."", ""If it is not the case that either turnips are an important root crop throughout the world's temperate zones or azaleas also transplant well in early fall and often are on sale at that time of the year, then it is not the case that modern jewellery tends to be silver rather than brass, with turquoise the main gemstone.""]","Once we know turnips are an important root crop throughout the world's temperate zones, we also know that the statement, european eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean, does not hold. When azaleas also transplant well in early fall and often are on sale at that time of the year is true, it follows that the statement, european eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean, does not hold. Assuming it is not the case that either turnips are an important root crop throughout the world's temperate zones or azaleas also transplant well in early fall and often are on sale at that time of the year, we know that modern jewellery tends to be silver rather than brass, with turquoise the main gemstone. If it is not the case that either turnips are an important root crop throughout the world's temperate zones or azaleas also transplant well in early fall and often are on sale at that time of the year, then it is not the case that modern jewellery tends to be silver rather than brass, with turquoise the main gemstone.","The statement, european eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean, does not hold.","The statement, european eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean, does not hold.",TRUE,"Disjunction Elimination: 
Either [1] or [2]. [SC1-1]
If [1], then (Not [0].). 
If [2], then (Not [0].). 
Therefore, Not [0]..

[SC1-1]
Reductio Ad Absurdum: 
If (Not (Either [1] or [2].).), then [3]. 
If (Not (Either [1] or [2].).), then (Not [3].). 
Therefore, Either [1] or [2]..","{0: 'European eels reproduce in the Sargasso Sea, a part of the Atlantic Ocean.', 1: ""Turnips are an important root crop throughout the world's temperate zones."", 2: 'Azaleas also transplant well in early fall and often are on sale at that time of the year.', 3: 'Modern jewellery tends to be silver rather than brass, with turquoise the main gemstone.'}",2
1716,"['Those that suggest wombats are fat, little, and furry are right.', ""Whenever it is true that those that suggest if wombats are fat, little, and furry, then the claim that slavery is forbidden in the United Mexican States does not reflect reality are wrong, 'many interesting molecules are tens of thousands of bases long' is true."", ""So long as those that suggest if wombats are fat, little, and furry, then the claim that slavery is forbidden in the United Mexican States does not reflect reality are wrong, 'those that suggest many interesting molecules are tens of thousands of bases long are wrong' is true.""]","Those that suggest wombats are fat, little, and furry are right. Whenever it is true that those that suggest if wombats are fat, little, and furry, then the claim that slavery is forbidden in the United Mexican States does not reflect reality are wrong, 'many interesting molecules are tens of thousands of bases long' is true. So long as those that suggest if wombats are fat, little, and furry, then the claim that slavery is forbidden in the United Mexican States does not reflect reality are wrong, 'those that suggest many interesting molecules are tens of thousands of bases long are wrong' is true.",The claim that slavery is forbidden in the United Mexican States does not reflect reality.,The claim that slavery is forbidden in the United Mexican States does not reflect reality.,TRUE,"Modus Ponens: 
If [1], then (Not [0].). [SC1-1]
[1] 
Therefore, Not [0]..

[SC1-1]
Reductio Ad Absurdum: 
If (Not (If [1], then (Not [0].).).), then [2]. 
If (Not (If [1], then (Not [0].).).), then (Not [2].). 
Therefore, If [1], then (Not [0].)..","{0: 'Slavery is forbidden in the United Mexican States.', 1: 'Wombats are fat, little, and furry.', 2: 'Many interesting molecules are tens of thousands of bases long.'}",2
1234,"[""Whenever it is true that experience shapes the structure and function of the brain, 'chickens have two copies of every gene except for sex-linked genes where females have only one' is true."", 'Once we know a squiggle is a line, we also know that chickens have two copies of every gene except for sex-linked genes where females have only one.', 'We know that at least one of two things is true: crooked teeth can also affect appearance and a child s emotional well being, or some flamingos leave colonies.', ""Whenever it is true that crooked teeth can also affect appearance and a child s emotional well being, 'either experience shapes the structure and function of the brain or a squiggle is a line' is true."", 'One may reasonably assume that if some flamingos leave colonies, then either experience shapes the structure and function of the brain or a squiggle is a line.']","Whenever it is true that experience shapes the structure and function of the brain, 'chickens have two copies of every gene except for sex-linked genes where females have only one' is true. Once we know a squiggle is a line, we also know that chickens have two copies of every gene except for sex-linked genes where females have only one. We know that at least one of two things is true: crooked teeth can also affect appearance and a child s emotional well being, or some flamingos leave colonies. Whenever it is true that crooked teeth can also affect appearance and a child s emotional well being, 'either experience shapes the structure and function of the brain or a squiggle is a line' is true. One may reasonably assume that if some flamingos leave colonies, then either experience shapes the structure and function of the brain or a squiggle is a line.",chickens have two copies of every gene except for sex-linked genes where females have only one.,Chickens have two copies of every gene except for sex-linked genes where females have only one.,TRUE,"Disjunction Elimination: 
Either [1] or [2]. [SC1-1]
If [1], then [0]. 
If [2], then [0]. 
Therefore, [0].

[SC1-1]
Disjunction Elimination: 
Either [3] or [4]. 
If [3], then (Either [1] or [2].). 
If [4], then (Either [1] or [2].). 
Therefore, Either [1] or [2]..","{0: 'Chickens have two copies of every gene except for sex-linked genes where females have only one.', 1: 'Experience shapes the structure and function of the brain.', 2: 'A squiggle is a line.', 3: 'Crooked teeth can also affect appearance and a child s emotional well being.', 4: 'Some flamingos leave colonies.'}",2
1067,"['Given that either blood has components or creatures sink teeth, it can be inferred that exercise lowers blood sugar levels and reduces the risk of getting diabetes.', 'Assuming either blood has components or creatures sink teeth, we know that lymphoma is a malignant tumor of the lymph glands or other lymphatic tissues.', 'Provided that lymphoma is a malignant tumor of the lymph glands or other lymphatic tissues, we know that the claim that exercise lowers blood sugar levels and reduces the risk of getting diabetes has no merit.']","Given that either blood has components or creatures sink teeth, it can be inferred that exercise lowers blood sugar levels and reduces the risk of getting diabetes. Assuming either blood has components or creatures sink teeth, we know that lymphoma is a malignant tumor of the lymph glands or other lymphatic tissues. Provided that lymphoma is a malignant tumor of the lymph glands or other lymphatic tissues, we know that the claim that exercise lowers blood sugar levels and reduces the risk of getting diabetes has no merit.",Those that suggest either blood has components or creatures sink teeth are wrong.,"At least one of two things is true: blood has components, or creatures sink teeth.",FALSE,"Reductio Ad Absurdum: 
If (Either [0] or [1].), then [2]. 
If (Either [0] or [1].), then (Not [2].). [SC2-1]
Therefore, Not (Either [0] or [1].)..

[SC2-1]
Hypothetical Syllogism: 
If (Either [0] or [1].), then [3]. 
If [3], then (Not [2].). 
Therefore, If (Either [0] or [1].), then (Not [2].)..","{0: 'Blood has components.', 1: 'Creatures sink teeth.', 2: 'Exercise lowers blood sugar levels and reduces the risk of getting diabetes.', 3: 'Lymphoma is a malignant tumor of the lymph glands or other lymphatic tissues.'}",2
1024,"['At least one of two things is true: most skin surrounds flesh, or most diets provide protein intake.', 'Assuming most diets provide protein intake, we know that if game birds are roosters, then lipoproteins account for part of the nonspecific antiviral activity of human serum.', ""Provided that japan has the world's second largest economy - an economy in deep recession, we know that if most skin surrounds flesh, then if game birds are roosters, then lipoproteins account for part of the nonspecific antiviral activity of human serum."", ""japan has the world's second largest economy - an economy in deep recession.""]","At least one of two things is true: most skin surrounds flesh, or most diets provide protein intake. Assuming most diets provide protein intake, we know that if game birds are roosters, then lipoproteins account for part of the nonspecific antiviral activity of human serum. Provided that japan has the world's second largest economy - an economy in deep recession, we know that if most skin surrounds flesh, then if game birds are roosters, then lipoproteins account for part of the nonspecific antiviral activity of human serum. japan has the world's second largest economy - an economy in deep recession.","One may reasonably assume that if game birds are roosters, then lipoproteins account for part of the nonspecific antiviral activity of human serum.","Some people mistakenly believe that if game birds are roosters, then lipoproteins account for part of the nonspecific antiviral activity of human serum.",FALSE,"Disjunction Elimination: 
Either [2] or [3]. 
If [2], then (If [0], then [1].). [SC2-1]
If [3], then (If [0], then [1].). 
Therefore, If [0], then [1]..

[SC2-1]
Modus Ponens: 
If [4], then (If [2], then (If [0], then [1].).). 
[4] 
Therefore, If [2], then (If [0], then [1].)..","{0: 'Game birds are roosters.', 1: 'Lipoproteins account for part of the nonspecific antiviral activity of human serum.', 2: 'Most skin surrounds flesh.', 3: 'Most diets provide protein intake.', 4: ""Japan has the world's second largest economy - an economy in deep recession.""}",2
1381,"['The claim that boom floats on the water surface and is designed to act as a barrier to oil does not reflect reality.', ""Provided that most particles have negative potential energy, we know that either boom floats on the water surface and is designed to act as a barrier to oil or the statement 'cultural primatology comes of age' can be considered false."", 'It is rational to agree that most particles have negative potential energy.']","The claim that boom floats on the water surface and is designed to act as a barrier to oil does not reflect reality. Provided that most particles have negative potential energy, we know that either boom floats on the water surface and is designed to act as a barrier to oil or the statement 'cultural primatology comes of age' can be considered false. It is rational to agree that most particles have negative potential energy.",The statement 'cultural primatology comes of age' can be considered false.,The statement 'cultural primatology comes of age' can be considered true.,FALSE,"Disjunctive Syllogism: 
Either [1] or (Not [0].). [SC1-1]
Not [1]. 
Therefore, Not [0]..

[SC1-1]
Modus Ponens: 
If [2], then (Either [1] or (Not [0].).). 
[2] 
Therefore, Either [1] or (Not [0].)..","{0: 'Cultural primatology comes of age.', 1: 'Boom floats on the water surface and is designed to act as a barrier to oil.', 2: 'Most particles have negative potential energy.'}",2
1216,"['The claim that porpoises have (part) ears does not reflect reality.', 'At least one of two things is true: theatrical space is composed, in turn, of the space within and the space without, or some pigs raise in isolation.', 'If theatrical space is composed, in turn, of the space within and the space without, then porpoises have (part) ears.', 'If some pigs raise in isolation, then the claim that either recycling includes the recovery of energy from hazardous waste or reproduction is analogous to love is false.']","The claim that porpoises have (part) ears does not reflect reality. At least one of two things is true: theatrical space is composed, in turn, of the space within and the space without, or some pigs raise in isolation. If theatrical space is composed, in turn, of the space within and the space without, then porpoises have (part) ears. If some pigs raise in isolation, then the claim that either recycling includes the recovery of energy from hazardous waste or reproduction is analogous to love is false.",The claim that either recycling includes the recovery of energy from hazardous waste or reproduction is analogous to love is false.,The claim that either recycling includes the recovery of energy from hazardous waste or reproduction is analogous to love is false.,TRUE,"Disjunctive Syllogism: 
Either [2] or (Not (Either [0] or [1].).). [SC1-1]
Not [2]. 
Therefore, Not (Either [0] or [1].)..

[SC1-1]
Constructive Dilemma: 
Either [3] or [4]. 
If [3], then [2]. 
If [4], then (Not (Either [0] or [1].).). 
Therefore, Either [2] or (Not (Either [0] or [1].).)..","{0: 'Recycling includes the recovery of energy from hazardous waste.', 1: 'Reproduction is analogous to love.', 2: 'Porpoises have (part) ears.', 3: 'Theatrical space is composed, in turn, of the space within and the space without.', 4: 'Some pigs raise in isolation.'}",2
